87964920;87964923;5.62.60.248;5.62.60.251;-;
87965424;87965427;5.62.62.240;5.62.62.243;-;
774162678;774162682;46.36.200.246;46.36.200.250;-;
961794048;961798143;57.83.208.0;57.83.223.255;-;
1342982144;1342982399;80.12.72.0;80.12.72.255;-;
1343015856;1343015871;80.12.203.176;80.12.203.191;-;
3161645686;3161645686;188.114.226.118;188.114.226.118;-;
3161646431;3161646431;188.114.229.95;188.114.229.95;-;
3161646444;3161646444;188.114.229.108;188.114.229.108;-;
3161647770;3161647770;188.114.234.154;188.114.234.154;-;
3161650137;3161650137;188.114.243.217;188.114.243.217;-;
3254488432;3254488447;193.251.141.112;193.251.141.127;-;
3590322336;3590322351;213.255.248.160;213.255.248.175;-;
