87964792;87964795;5.62.60.120;5.62.60.123;-;
87965300;87965303;5.62.62.116;5.62.62.119;-;
961748992;961753087;57.83.32.0;57.83.47.255;-;
1407520872;1407520879;83.229.16.104;83.229.16.111;-;
1407521256;1407521263;83.229.17.232;83.229.17.239;-;
1407522872;1407522879;83.229.24.56;83.229.24.63;-;
3252452864;3252452871;193.220.126.0;193.220.126.7;-;
3252453024;3252453031;193.220.126.160;193.220.126.167;-;
3590309600;3590309607;213.255.198.224;213.255.198.231;-;
3590312152;3590312159;213.255.208.216;213.255.208.223;-;
